State_County,Edu_Less_than_HS_2017_21,Edu_HS_diploma_2017_21,Edu_Some_college_2017_21,Edu_Bachelor_or_higher_2017_21,Crime_Rate,Income_Mean,Race_Hispanic,Race_White,Race_Black,Race_Native,Race_Asian,Race_Pacific
WY_Carbon_County,10.0,37.7,32.2,20.1,247.6504953,69591.0,17.9,77.7,1.2,1.5,0.7,0.1
WY_Converse_County,6.7,35.0,36.1,22.2,237.5462866,68068.0,7.8,91.3,0.0,0.1,0.0,0.0
WY_Crook_County,7.2,29.4,39.2,24.3,83.51893096,68007.0,2.3,94.5,0.2,1.4,0.3,0.0
WY_Fremont_County,7.7,30.8,36.8,24.7,163.422606,46101.75,6.8,70.1,0.5,19.6,0.1,0.1
WY_Goshen_County,6.9,28.9,40.6,23.6,271.8189833,45379.0,10.6,86.2,0.1,0.9,0.4,0.0
WY_Johnson_County,4.6,24.9,34.5,36.0,162.2624015,60749.0,2.1,91.7,1.4,2.7,0.0,0.0
WY_Laramie_County,6.0,25.0,38.8,30.2,236.9297248,37500.0,14.3,79.1,2.6,0.8,1.1,0.1
WY_Lincoln_County,6.5,32.7,37.9,23.0,59.89980396,71699.0,4.5,92.5,0.3,0.3,0.3,0.0
WY_Niobrara_County,7.8,34.3,36.9,21.0,118.0637544,62164.0,4.3,89.0,0.1,4.1,0.7,0.0
WY_Park_County,4.6,25.9,36.5,33.0,246.3475553,55720.0,5.7,90.7,0.5,0.5,0.5,0.0
WY_Platte_County,8.3,36.8,32.6,22.4,45.63605248,127999.0,7.8,89.2,0.0,0.0,0.5,0.0
WY_Sheridan_County,4.2,28.8,35.8,31.2,93.88412017,68733.0,4.2,91.6,0.9,1.0,0.7,0.0
WY_Sweetwater_County,7.3,32.6,40.7,19.4,433.2736477,0.0,16.0,79.6,0.8,0.6,0.6,0.5
WY_Uinta_County,6.4,36.4,39.2,18.0,33.22889965,89130.0,9.1,87.7,0.1,0.9,0.1,0.0
WY_Weston_County,7.1,37.3,37.2,18.4,69.85191394,69215.0,1.4,91.6,0.5,0.1,4.3,0.0
