State_County,Edu_Less_than_HS_2017_21,Edu_HS_diploma_2017_21,Edu_Some_college_2017_21,Edu_Bachelor_or_higher_2017_21,Crime_Rate,Income_Mean,Race_Hispanic,Race_White,Race_Black,Race_Native,Race_Asian,Race_Pacific
TX_Cherokee_County,19.5,30.4,32.7,17.4,501.1989465,40018.666666666664,22.5,61.3,13.6,0.5,0.6,0.0
TX_Clay_County,8.0,34.3,34.6,23.1,38.19344982,64309.0,5.7,90.4,0.5,1.2,0.3,0.0
TX_Collin_County,6.1,14.7,25.8,53.4,147.640674,78864.75,15.1,59.1,9.2,0.3,13.5,0.1
TX_Comal_County,6.2,23.9,30.3,39.6,268.3997299,75132.0,26.8,68.7,2.0,0.1,1.0,0.0
TX_Coryell_County,10.8,28.8,43.0,17.3,185.0587988,62806.0,17.8,59.5,13.7,0.6,1.8,0.7
TX_Dallas_County,19.3,22.6,25.2,33.0,442.965072,98983.33333333333,39.6,30.2,22.1,0.2,6.0,0.0
TX_Denton_County,6.7,16.9,29.0,47.3,161.4985751,104923.8,19.1,60.9,9.1,0.3,7.8,0.1
TX_DeWitt_County,16.9,40.8,29.7,12.6,497.4881725,59412.5,34.5,55.6,9.0,0.0,0.0,0.0
TX_Ellis_County,12.6,27.2,33.9,26.3,142.9707134,59457.0,25.5,62.6,8.9,0.3,0.7,0.0
TX_Falls_County,20.5,33.5,33.3,12.7,188.6468873,31991.0,22.8,51.5,24.3,0.2,0.2,0.1
TX_Fayette_County,11.5,38.8,26.7,23.0,100.7211635,65915.5,20.4,71.9,6.0,0.1,0.7,0.0
TX_Fort_Bend_County,9.0,17.9,25.0,48.1,247.560798,125321.0,24.2,34.4,20.2,0.2,19.2,0.0
TX_Frio_County,34.5,37.7,18.9,8.9,127.3180183,73436.0,78.5,16.4,3.6,0.0,0.6,0.0
TX_Galveston_County,10.1,24.3,32.3,33.2,267.9427085,57441.0,23.9,58.0,12.5,0.3,3.3,0.0
TX_Garza_County,33.8,32.4,22.2,11.6,0.0,56118.0,54.0,40.5,4.5,0.1,0.6,0.0
TX_Glasscock_County,24.5,18.3,26.4,30.8,79.93605116,75580.0,40.6,59.4,0.0,0.0,0.0,0.0
TX_Gonzales_County,23.5,43.0,19.8,13.6,512.0126034,39574.0,50.1,42.3,6.7,0.1,0.2,0.0
TX_Gregg_County,14.1,28.1,36.5,21.2,492.5868123,60169.0,18.2,58.3,20.1,0.3,1.4,0.1
TX_Guadalupe_County,10.7,30.3,30.3,28.7,193.4587207,61947.0,37.3,51.4,7.1,0.2,1.7,0.0
TX_Hardin_County,11.5,39.4,30.3,18.7,153.382536,83682.0,5.4,87.0,5.6,0.2,0.5,0.0
TX_Harris_County,18.1,22.8,26.6,32.5,696.1038338,90458.5,42.2,30.6,18.5,0.2,6.8,0.1
TX_Hartley_County,14.0,35.5,27.4,23.1,262.295082,77979.0,26.2,59.6,8.4,0.0,1.4,0.0
TX_Haskell_County,21.1,38.3,22.9,17.7,187.2340426,48827.0,27.6,65.8,3.1,0.6,0.7,0.0
TX_Henderson_County,15.2,33.6,33.0,18.2,373.6892278,70289.0,12.1,78.9,6.6,0.9,0.7,0.1
TX_Hidalgo_County,32.7,24.3,23.6,19.5,316.7907686,41168.0,91.8,6.6,0.4,0.1,0.9,0.0
TX_Hill_County,14.6,34.4,33.7,17.3,269.9365362,46285.5,20.0,71.3,6.3,0.2,0.3,0.2
TX_Hopkins_County,13.8,34.8,30.4,21.0,174.3286939,43397.0,16.3,74.0,6.7,0.2,0.7,0.1
TX_Houston_County,20.4,36.6,28.7,14.3,152.7650474,37940.0,10.7,62.0,24.9,0.2,0.4,0.0
TX_Hudspeth_County,50.3,22.9,18.3,8.4,60.27727547,36517.0,78.4,18.5,1.5,0.0,1.2,0.0
TX_Hunt_County,12.7,35.0,31.0,21.3,451.4750482,43257.0,15.3,72.9,7.8,0.8,1.2,0.0
TX_Jefferson_County,15.1,32.0,33.7,19.1,710.8948399,46840.0,19.5,41.7,33.7,0.2,3.6,0.0
TX_Jim_Hogg_County,27.2,36.5,23.2,13.2,38.13155386,0.0,93.8,5.9,0.0,0.0,0.0,0.0
TX_Johnson_County,13.7,35.3,30.6,20.5,253.3821999,58883.0,20.3,73.6,2.8,0.4,0.8,0.4
TX_Jones_County,19.3,38.8,29.8,12.1,231.6330127,47478.5,27.2,54.8,14.5,0.1,0.3,0.0
TX_Karnes_County,24.9,37.0,22.1,15.9,165.7715006,49702.0,52.9,37.8,8.7,0.1,0.1,0.0
TX_Kaufman_County,13.6,29.7,34.5,22.2,228.4282662,0.0,19.9,66.6,10.4,0.4,1.1,0.1
TX_Kendall_County,6.7,14.7,31.1,47.5,108.563258,73992.0,23.0,73.6,0.7,0.0,0.7,0.1
TX_King_County,23.5,35.5,15.7,25.3,0.0,72402.0,26.6,73.4,0.0,0.0,0.0,0.0
TX_Knox_County,19.0,31.2,34.9,14.9,132.7316167,46684.0,33.4,59.4,6.0,0.1,0.2,0.0
TX_Lamb_County,23.7,35.9,27.7,12.6,283.1215971,49634.0,55.0,39.8,3.6,0.3,0.5,0.0
TX_Lampasas_County,8.6,31.0,42.2,18.2,182.9690436,52217.0,19.2,72.9,3.0,0.4,1.1,1.0
TX_Liberty_County,21.9,38.9,29.3,9.9,449.8940279,51003.0,21.9,65.8,10.0,0.3,0.6,0.0
TX_Limestone_County,15.5,34.9,33.9,15.7,351.5390551,49834.0,21.3,59.2,17.6,0.3,0.7,0.0
TX_Llano_County,10.9,26.4,32.0,30.8,46.28677227,51569.0,9.8,87.1,0.7,0.1,0.4,0.0
TX_Lubbock_County,12.1,25.9,29.8,32.1,740.6920961,51888.5,34.5,54.5,6.9,0.4,2.1,0.1
TX_Lynn_County,21.0,28.5,27.4,23.1,104.8401188,40106.0,47.2,49.3,1.3,0.5,0.3,0.0
TX_McLennan_County,13.6,26.9,33.2,26.3,421.5652577,45789.0,25.6,56.7,14.2,0.2,1.5,0.0
TX_Madison_County,21.7,39.3,27.2,11.8,145.1273492,58020.0,22.4,55.8,17.4,0.1,1.1,0.2
TX_Mason_County,17.6,20.4,27.0,34.9,24.2248062,35252.0,24.3,71.9,0.0,0.3,2.5,0.0
TX_Matagorda_County,18.6,29.6,31.9,19.8,330.6733712,28652.0,41.4,44.9,10.2,0.4,2.0,0.1
TX_Maverick_County,36.4,26.3,21.2,16.0,298.5768433,44088.0,95.3,2.6,0.2,1.2,0.4,0.1
TX_Milam_County,13.9,41.0,28.9,16.2,219.3073199,33510.0,25.8,62.9,8.4,0.1,0.5,0.0
TX_Montgomery_County,10.4,23.1,30.1,36.4,170.4942731,103067.0,23.0,67.9,4.5,0.1,2.8,0.1
TX_Moore_County,32.9,31.2,23.0,12.9,243.8914232,42932.0,54.1,33.7,3.2,0.3,7.9,0.0
TX_Motley_County,13.4,29.2,35.8,21.6,0.0,36579.0,16.3,76.5,3.5,0.0,0.0,0.0
TX_Nacogdoches_County,14.7,30.5,30.1,24.7,327.567733,24582.0,18.9,59.9,17.2,0.3,1.6,0.0
TX_Navarro_County,19.8,30.0,33.5,16.6,380.9484158,45876.75,26.2,57.3,13.1,0.3,0.6,1.0
TX_Nolan_County,17.7,33.0,33.0,16.3,871.1844118,44255.0,36.4,57.0,4.9,0.4,0.3,0.0
TX_Nueces_County,15.9,29.4,32.8,21.9,616.5739392,31473.0,63.0,30.3,3.6,0.2,1.9,0.1
TX_Oldham_County,12.6,31.3,32.3,23.8,95.14747859,72707.0,15.5,75.8,5.6,0.0,0.1,0.0
TX_Parker_County,10.3,27.3,33.4,28.9,114.4805548,83807.5,11.5,84.4,1.3,0.5,0.5,0.0
TX_Pecos_County,25.0,37.7,25.8,11.5,305.7909155,72152.0,68.5,25.9,4.1,0.6,0.4,0.1
TX_Polk_County,19.6,37.4,29.9,13.1,205.2849967,54485.0,14.8,70.9,10.4,1.5,0.6,0.1
TX_Red_River_County,12.2,41.3,31.7,14.7,136.3271852,35173.0,7.3,73.1,17.6,0.2,0.0,0.0
TX_Reeves_County,29.5,38.4,22.6,9.5,136.0544218,31405.0,75.0,18.2,4.5,0.4,1.1,0.0
TX_Refugio_County,18.8,40.6,30.3,10.4,191.6495551,47659.0,49.7,42.3,5.0,0.1,0.1,0.0
TX_Runnels_County,16.8,35.5,30.1,17.6,213.405762,44150.0,33.8,62.3,1.3,0.4,1.1,0.0
TX_Rusk_County,15.5,33.1,35.4,16.0,423.3337063,56682.666666666664,16.1,64.7,17.0,0.2,0.5,0.0
TX_Sabine_County,13.6,35.1,32.8,18.5,144.7736705,41984.0,4.0,86.1,7.6,0.0,0.1,0.0
TX_San_Augustine_County,18.9,43.2,25.8,12.1,319.3066484,43086.0,6.9,68.8,20.8,1.5,0.0,0.0
TX_San_Patricio_County,18.2,32.2,32.9,16.6,343.226938,39239.0,56.8,39.4,1.5,0.2,1.0,0.0
TX_San_Saba_County,18.4,38.3,26.4,17.0,216.2341983,41756.0,29.7,65.3,2.8,0.0,0.0,0.0
TX_Shackelford_County,9.4,22.2,35.5,32.8,29.62962963,51581.0,11.7,85.6,0.2,0.3,0.2,0.0
TX_Sherman_County,28.4,22.2,29.2,20.2,0.0,61336.0,43.3,55.8,0.3,0.2,0.0,0.0
TX_Smith_County,12.4,24.1,35.5,28.0,391.9844502,75032.0,19.0,60.3,17.4,0.3,1.6,0.1
TX_Starr_County,41.2,26.5,20.0,12.3,261.446347,30555.5,99.2,0.6,0.0,0.0,0.1,0.0
TX_Stonewall_County,15.5,38.3,31.5,14.7,418.9944134,45593.0,22.7,72.6,3.5,0.0,0.0,0.0
TX_Sutton_County,23.1,34.0,23.7,19.2,74.8876685,64222.0,59.4,39.2,0.1,0.0,0.0,1.0
TX_Tarrant_County,13.3,23.7,29.6,33.4,416.156389,79968.66666666667,28.2,48.3,15.6,0.3,5.1,0.2
TX_Terry_County,27.0,31.8,29.5,11.7,290.3554893,62368.0,53.8,40.8,4.6,0.2,0.0,0.0
TX_Travis_County,9.4,15.7,22.2,52.7,345.4200618,114306.0,33.9,49.3,7.9,0.2,6.3,0.0
TX_Tyler_County,18.6,39.4,27.3,14.8,302.83265,57619.0,7.3,79.6,10.8,0.1,0.3,0.0
TX_Upshur_County,14.4,33.9,34.4,17.3,288.3361749,69932.0,8.1,80.7,8.9,0.7,0.2,0.0
TX_Uvalde_County,25.2,29.5,26.8,18.4,393.6715442,49008.0,70.9,27.1,0.1,0.4,1.0,0.0
TX_Waller_County,12.5,30.6,31.7,25.2,225.5988322,37785.5,29.4,43.0,24.9,0.1,0.7,0.0
TX_Ward_County,21.3,35.2,32.6,10.9,515.8306652,43529.5,52.2,41.4,4.8,0.6,0.3,0.0
TX_Webb_County,31.2,23.6,25.8,19.4,429.3415113,16340.6,95.5,3.5,0.3,0.1,0.5,0.0
TX_Wheeler_County,18.6,33.9,30.0,17.4,173.882803,53905.0,26.5,68.3,2.7,0.1,0.1,0.2
TX_Wichita_County,11.9,32.9,32.2,23.1,430.1498709,45304.0,18.5,66.1,9.9,0.6,2.0,0.0
TX_Willacy_County,31.5,37.9,21.0,9.6,597.6004744,49236.0,88.0,11.1,0.7,0.0,0.1,0.0
TX_Williamson_County,6.0,18.7,30.5,44.8,143.0955343,69131.5,24.1,60.9,6.0,0.2,6.0,0.1
TX_Wise_County,14.1,33.9,33.3,18.7,146.047687,64177.333333333336,18.8,77.5,1.2,0.4,0.5,0.2
TX_Young_County,13.2,31.5,29.6,25.7,147.2111662,48432.0,18.1,78.8,1.5,0.5,0.4,0.0
TX_Zapata_County,31.8,32.7,23.7,11.9,208.4781098,32642.0,94.1,5.2,0.0,0.0,0.7,0.0
UT_Beaver_County,9.3,27.5,36.4,26.8,170.3050008,73033.47368421052,10.9,88.7,0.0,0.1,0.2,0.0
UT_Box_Elder_County,6.3,32.0,37.3,24.4,185.0612277,66584.0,9.1,87.3,0.5,1.0,0.8,0.1
UT_Cache_County,5.8,20.5,34.7,39.0,52.17733451,65189.75,10.5,83.8,0.7,0.4,2.1,0.4
UT_Carbon_County,8.5,29.2,45.6,16.7,300.1715266,51457.0,13.2,83.3,0.7,0.8,0.4,0.2
UT_Daggett_County,4.2,36.5,39.9,19.3,0.0,65458.0,3.3,94.9,0.1,0.9,0.0,0.0
UT_Duchesne_County,10.2,40.3,35.0,14.5,167.4217057,59704.0,8.1,85.4,0.1,4.0,0.5,0.4
UT_Emery_County,5.8,31.4,47.8,15.1,74.42552796,62003.5,6.2,91.4,0.1,0.7,0.6,0.0
UT_Garfield_County,4.8,32.7,37.3,25.2,0.0,54478.5,5.6,89.5,0.0,2.7,0.2,0.5
UT_Iron_County,6.7,24.1,40.1,29.2,303.548525,52513.0,8.5,86.3,0.5,2.5,0.6,0.0
UT_Juab_County,7.5,34.2,37.2,21.1,57.98221879,0.0,4.6,92.4,0.2,0.9,0.1,0.2
UT_Millard_County,10.3,33.0,33.2,23.5,173.748223,68710.0,13.0,83.3,0.3,1.0,0.8,0.1
UT_Rich_County,3.2,25.8,47.7,23.4,218.5314685,60479.0,8.9,88.9,0.1,0.0,0.0,0.0
UT_Salt_Lake_County,8.2,22.3,32.4,37.1,321.9350184,92532.0,17.9,72.1,1.7,0.6,3.9,1.5
UT_San_Juan_County,13.4,28.3,37.7,20.6,126.8950778,43331.5,5.3,44.0,0.2,47.8,0.5,0.5
UT_Sanpete_County,9.0,30.4,37.6,23.0,81.45341219,64041.0,9.5,86.1,0.9,1.0,0.4,0.5
UT_Sevier_County,7.6,32.3,38.3,21.8,182.2367159,54373.0,5.0,92.1,0.4,1.5,0.2,0.2
UT_Summit_County,5.0,16.1,23.8,55.2,158.4991945,84433.0,11.4,84.8,0.7,0.2,1.6,0.0
UT_Wasatch_County,3.9,20.1,31.7,44.2,41.60835193,81443.0,13.5,83.6,0.1,0.1,1.2,0.0
UT_Washington_County,6.3,21.9,41.3,30.5,168.4709066,85570.5,10.1,84.9,0.6,1.0,0.7,0.8
VT_Addison_County,5.7,29.3,22.8,42.3,59.79723302,64556.18309859155,2.2,93.0,0.9,0.3,1.9,0.0
VT_Caledonia_County,7.1,34.2,27.8,30.9,144.4298232,51329.0,1.5,95.1,0.9,0.2,0.6,0.0
VT_Chittenden_County,5.0,18.0,22.9,54.1,146.6946682,63664.0,2.2,89.2,2.5,0.2,3.8,0.0
VT_Lamoille_County,6.6,24.8,26.1,42.5,79.78617306,45520.5,1.6,94.9,0.8,0.8,0.6,0.0
VT_Rutland_County,6.3,33.8,27.8,32.1,176.5035796,58607.0,1.4,95.5,0.7,0.3,1.1,0.0
VT_Washington_County,5.4,26.2,24.4,44.0,129.8066387,59202.0,1.9,94.4,0.8,0.3,0.6,0.0
VT_Windham_County,6.3,30.4,22.4,40.9,232.5740475,44911.0,2.2,93.5,0.8,0.1,1.0,0.1
VT_Windsor_County,5.8,28.3,25.6,40.2,112.3655626,58445.25,1.5,95.0,0.7,0.2,0.8,0.1
VA_Accomack_County,17.7,34.7,26.5,21.0,190.0567153,79689.47397260273,8.8,60.3,28.3,0.3,0.7,0.0
VA_Albemarle_County,6.7,14.7,19.7,58.9,103.8834951,45772.0,5.7,77.2,9.5,0.2,5.0,0.0
VA_Amelia_County,14.5,43.9,23.8,17.7,204.0015692,34802.0,1.1,72.4,23.7,0.3,0.1,0.0
VA_Bedford_County,7.7,29.8,31.6,31.0,55.85392052,80028.0,2.0,88.2,7.0,0.1,1.3,0.0
VA_Botetourt_County,6.2,35.0,31.5,27.4,87.87346221,47912.0,1.6,93.0,3.0,0.3,0.9,0.0
VA_Brunswick_County,21.6,35.7,26.6,16.1,58.91710364,35873.0,2.1,41.1,54.1,0.2,0.5,0.0
VA_Carroll_County,18.4,37.5,28.9,15.2,87.00599003,89491.0,3.1,95.0,0.2,0.1,0.1,0.0
VA_Clarke_County,8.3,28.9,27.6,35.2,118.4834123,87170.0,4.8,86.9,4.9,0.4,1.0,0.0
VA_Craig_County,11.4,37.7,30.2,20.7,115.1631478,51979.0,0.0,99.4,0.1,0.0,0.0,0.0
VA_Cumberland_County,12.0,37.3,33.4,17.3,193.06981,46083.0,0.1,63.1,32.5,0.9,0.0,0.0
VA_Fairfax_County,6.6,12.3,17.5,63.5,79.75779097,123971.77777777778,16.2,51.7,9.3,0.1,18.8,0.0
VA_Fauquier_County,7.2,25.6,29.5,37.7,81.83671344,92848.0,7.5,80.9,7.5,0.3,1.4,0.0
VA_Frederick_County,11.6,31.7,29.1,27.6,109.445517,103403.0,7.8,84.5,4.0,0.3,1.4,0.1
VA_Grayson_County,17.3,37.5,29.5,15.6,105.5339358,32076.0,3.1,90.8,3.8,0.3,0.2,0.0
VA_Greensville_County,22.8,40.7,25.5,10.9,143.025408,51066.0,3.9,37.1,57.5,0.1,0.1,0.0
VA_Halifax_County,17.3,36.5,29.9,16.4,169.4867377,29411.0,2.0,59.8,35.7,0.3,0.7,0.0
VA_Henrico_County,7.3,21.9,25.9,44.9,177.0183704,82807.0,5.4,54.2,29.3,0.2,8.0,0.0
VA_Isle_of_Wight_County,9.0,29.5,32.4,29.1,137.4242764,51674.0,2.8,70.8,22.3,0.3,0.8,0.1
VA_King_and_Queen_County,11.7,37.9,29.0,21.3,98.17671809,74134.0,3.2,66.1,25.8,0.6,0.0,0.0
VA_Lee_County,20.2,35.3,33.7,10.8,138.9716101,31678.5,2.0,92.8,4.4,0.3,0.1,0.0
VA_Loudoun_County,5.9,11.6,19.5,63.0,84.36308729,142378.33333333334,13.5,57.7,7.2,0.2,17.1,0.1
VA_Mathews_County,7.4,29.0,33.7,29.9,89.91794987,76389.0,0.7,85.8,10.5,0.0,0.3,0.0
VA_Northampton_County,14.1,31.6,26.2,28.1,164.9484536,35199.0,8.4,54.1,34.9,0.2,0.9,0.1
VA_Page_County,17.0,45.6,22.8,14.6,125.9392973,51915.0,1.9,94.5,1.5,0.1,0.6,0.0
VA_Prince_Edward_County,14.3,34.3,26.3,25.0,127.1818262,39454.0,3.8,61.9,31.3,0.5,1.1,0.0
VA_Prince_William_County,10.4,20.1,26.8,42.7,146.8375211,108624.75,22.4,44.6,20.2,0.2,8.0,0.1
VA_Pulaski_County,10.6,33.6,36.2,19.6,208.6533167,68671.0,1.6,90.9,4.7,0.0,0.7,0.0
VA_Scott_County,18.0,36.6,31.4,14.0,97.17314488,46810.0,1.3,96.9,0.8,0.2,0.3,0.0
VA_Shenandoah_County,11.0,40.3,28.3,20.4,117.1399119,55982.5,6.9,88.4,1.7,0.1,0.8,0.0
VA_Smyth_County,15.8,39.3,28.9,16.0,145.3304688,39226.0,2.0,94.3,2.3,0.0,0.5,0.1
VA_Stafford_County,6.8,22.1,28.8,42.3,142.5563646,0.0,11.7,63.7,16.4,0.3,3.1,0.1
VA_Surry_County,14.6,32.1,30.6,22.6,339.985218,66498.0,0.8,52.1,45.6,0.0,0.4,0.0
VA_Sussex_County,20.2,40.3,26.3,13.2,194.7502117,60693.0,2.9,38.1,56.1,0.4,0.3,0.0
WA_Adams_County,31.5,30.7,24.1,13.7,230.7651964,75007.032,62.3,35.2,0.3,0.4,1.0,0.0
WA_Clallam_County,7.1,25.0,37.9,30.0,272.4305786,32393.0,6.0,83.3,1.1,4.4,1.5,0.1
WA_Douglas_County,17.9,29.5,31.4,21.2,98.80671886,42039.0,30.9,64.9,0.2,0.8,0.7,0.1
WA_Ferry_County,9.8,33.5,38.8,17.9,156.9448077,50538.0,4.3,73.6,0.1,13.6,1.0,0.7
WA_Franklin_County,24.1,25.2,30.9,19.8,253.9301461,56676.0,52.5,41.1,2.0,0.4,2.1,0.1
WA_Grant_County,19.7,28.1,34.1,18.1,293.8679553,46120.0,40.7,54.9,0.7,1.0,1.0,0.1
WA_Grays_Harbor_County,9.9,35.1,38.7,16.3,195.5598075,30477.666666666668,9.8,79.9,1.0,4.1,1.6,0.3
WA_Island_County,4.5,21.9,38.6,35.0,142.130176,59850.5,7.1,80.1,3.1,1.1,4.5,0.3
WA_Jefferson_County,3.9,21.3,32.1,42.7,209.4693443,56604.0,3.5,88.7,0.5,1.9,1.8,0.2
WA_King_County,6.3,14.8,24.8,54.0,337.2057704,112695.42857142857,9.5,61.4,6.0,0.5,16.5,0.8
WA_Kitsap_County,4.8,21.2,39.0,35.0,268.9315189,69607.0,7.3,77.4,2.5,0.9,4.7,0.7
WA_Kittitas_County,7.6,25.1,31.9,35.3,112.5344188,54980.5,8.6,84.4,1.0,0.6,1.9,0.2
WA_Lewis_County,10.7,30.1,40.1,19.0,206.4437075,50636.333333333336,9.8,84.2,0.5,0.6,1.2,0.1
WA_Mason_County,9.6,30.8,40.9,18.7,267.7818735,80626.0,9.2,81.4,1.0,2.5,1.5,0.3
WA_Okanogan_County,15.1,28.9,34.9,21.2,211.2009322,33041.333333333336,19.4,65.8,0.4,9.3,0.9,0.2
WA_Pacific_County,9.7,29.3,38.7,22.4,117.0845936,53741.0,9.2,82.4,0.3,1.4,1.7,0.3
WA_Pierce_County,7.9,26.5,37.2,28.4,428.3049688,78847.0,10.4,68.0,6.5,1.0,6.0,1.4
WA_Skagit_County,8.9,25.5,36.9,28.6,194.383904,49074.0,18.0,75.1,0.7,1.5,1.7,0.2
WA_Snohomish_County,7.1,23.3,35.5,34.1,200.8277105,78124.0,9.8,71.2,2.6,0.8,9.9,0.5
WA_Spokane_County,5.8,23.2,39.4,31.5,366.5013204,62310.333333333336,5.4,85.3,1.6,1.2,2.2,0.5
WA_Walla_Walla_County,11.6,21.2,38.8,28.4,233.4957164,57262.0,21.1,72.3,1.4,0.5,1.5,0.1
WA_Whatcom_County,6.8,21.8,35.0,36.4,207.8961779,62703.0,9.0,79.8,0.9,2.8,4.0,0.3
WA_Yakima_County,26.2,27.2,28.7,17.8,359.4501384,57904.0,48.4,44.3,0.7,3.6,0.9,0.1
WI_Adams_County,12.1,41.2,31.6,15.1,112.3046875,64616.106779661015,3.8,90.7,2.7,0.6,0.5,0.0
WI_Bayfield_County,4.6,27.3,34.6,33.5,125.3628926,41559.0,1.7,85.0,0.6,10.0,0.5,0.0
WI_Brown_County,7.6,29.2,31.4,31.8,278.09856,71829.0,8.3,81.6,2.2,2.2,3.1,0.0
WI_Buffalo_County,8.4,39.5,32.5,19.6,14.97342218,45669.0,2.2,95.9,0.5,0.3,0.0,0.0
WI_Calumet_County,5.2,31.6,32.9,30.2,128.9880485,72069.66666666667,4.1,91.4,0.8,0.6,2.2,0.0
WI_Chippewa_County,7.3,33.7,35.7,23.4,131.4705696,41351.0,1.7,93.9,1.3,0.2,1.3,0.0
WI_Columbia_County,6.0,32.6,37.7,23.7,146.505922,59530.0,3.1,93.1,1.3,0.4,0.6,0.0
WI_Crawford_County,7.7,40.5,34.2,17.7,12.19735317,48611.0,1.3,94.9,1.7,0.4,0.5,0.0
WI_Dane_County,3.9,17.7,25.4,53.0,220.2224188,101770.0,6.3,80.2,5.0,0.2,5.6,0.0
WI_Dodge_County,8.0,40.6,32.6,18.8,76.97183736,57252.0,4.6,90.3,2.4,0.6,0.5,0.0
WI_Door_County,4.5,28.0,33.1,34.4,71.69486665,59448.0,2.9,94.3,0.5,0.5,0.5,0.0
WI_Douglas_County,5.8,29.1,38.6,26.6,216.4650124,74104.0,1.5,91.9,1.2,1.7,1.0,0.0
WI_Dunn_County,6.0,32.5,31.7,29.8,133.7201396,53235.0,1.8,93.1,0.5,0.2,2.5,0.0
WI_Fond_du_Lac_County,7.8,36.0,33.3,23.0,222.0082909,65290.666666666664,5.0,90.3,1.2,0.5,1.4,0.0
WI_Grant_County,7.7,34.0,34.5,23.9,146.8601304,57246.666666666664,1.5,95.3,1.3,0.2,0.8,0.0
WI_Green_County,7.2,34.5,33.9,24.5,72.79590186,57246.0,3.0,94.5,0.4,0.1,0.7,0.0
WI_Green_Lake_County,9.4,38.7,30.4,21.6,58.01993776,58334.0,4.6,92.9,0.6,0.3,0.3,0.0
WI_Jackson_County,9.5,42.3,32.2,16.1,106.5684945,55828.0,3.2,86.4,2.2,5.8,0.4,0.0
WI_Jefferson_County,7.5,31.8,33.2,27.5,121.8805098,63838.0,7.0,89.9,0.8,0.1,0.7,0.0
WI_Juneau_County,9.7,40.7,34.1,15.5,192.1121031,48649.0,3.0,91.9,2.3,1.4,0.5,0.0
WI_Kenosha_County,8.7,28.2,33.8,29.3,199.0975041,74285.0,12.7,76.3,7.2,0.3,1.3,0.0
WI_Lafayette_County,8.5,40.4,31.8,19.4,35.7867112,44991.0,3.6,94.6,0.4,0.4,0.3,0.0
WI_Manitowoc_County,7.4,36.1,34.5,22.0,136.3850522,64542.0,3.7,91.2,0.7,0.4,2.6,0.0
WI_Marathon_County,7.2,33.0,33.2,26.6,121.8467537,64992.0,2.7,89.1,0.7,0.3,5.7,0.0
WI_Marinette_County,8.6,38.5,35.3,17.7,52.87190579,31087.0,1.5,95.6,0.6,0.4,0.6,0.0
WI_Marquette_County,8.5,43.7,34.0,13.7,65.89351608,45543.5,3.2,93.6,0.6,0.5,0.4,0.0
WI_Menominee_County,5.2,41.0,35.4,18.4,46.32846884,35374.0,6.0,8.8,0.5,82.2,0.4,0.0
WI_Milwaukee_County,10.8,28.6,28.2,32.4,912.6349471,61124.0,14.6,52.2,26.1,0.5,4.1,0.0
WI_Monroe_County,9.3,36.0,34.0,20.7,101.5497373,0.0,4.2,91.2,1.5,0.9,0.8,0.0
WI_Oconto_County,7.8,41.5,33.6,17.1,21.43737607,35490.0,1.7,95.3,0.4,0.8,0.4,0.0
WI_Outagamie_County,5.7,30.6,33.0,30.7,161.3573983,82803.5,4.2,88.1,1.2,1.6,3.4,0.0
WI_Ozaukee_County,2.6,20.8,26.1,50.4,53.9894778,85917.0,2.8,92.1,1.4,0.3,2.0,0.0
WI_Pepin_County,7.6,36.5,33.3,22.7,81.52173913,51537.0,1.7,96.6,0.4,0.2,0.3,0.0
WI_Portage_County,5.2,31.7,29.7,33.4,105.1435067,82110.0,3.0,91.7,0.7,0.4,2.6,0.0
WI_Racine_County,8.3,30.5,34.4,26.8,248.1529525,71051.0,12.7,72.7,10.7,0.3,1.2,0.0
WI_Rock_County,8.0,34.3,33.5,24.2,238.8965963,59048.0,8.4,83.3,4.4,0.1,1.2,0.0
WI_Sauk_County,8.2,33.1,33.8,24.9,139.3242773,54822.0,4.8,91.3,0.7,1.1,0.7,0.0
WI_Sawyer_County,6.6,34.2,34.0,25.2,187.7308787,40985.0,2.5,76.9,0.7,17.2,0.5,0.0
WI_Shawano_County,7.5,43.6,32.4,16.4,88.85046707,30731.0,2.6,87.1,0.3,7.3,0.4,0.0
WI_Sheboygan_County,6.1,34.0,33.7,26.2,169.6803049,78002.0,6.2,85.1,1.6,0.2,5.4,0.0
WI_Taylor_County,11.0,43.6,28.8,16.5,33.9640951,29241.0,1.8,96.4,0.5,0.2,0.2,0.0
WI_Trempealeau_County,8.3,37.8,33.5,20.4,67.60868095,54952.5,7.6,90.4,0.5,0.3,0.5,0.0
WI_Vernon_County,9.6,37.1,29.8,23.5,49.45761482,47419.0,1.6,96.3,0.4,0.3,0.5,0.0
WI_Walworth_County,8.4,30.4,31.0,30.3,117.5384914,69244.5,11.1,85.5,1.0,0.2,1.0,0.1
WI_Washburn_County,7.2,34.3,35.5,23.0,146.627566,66147.0,1.7,94.6,0.5,1.2,0.5,0.0
WI_Waukesha_County,3.6,20.9,28.6,46.9,61.95362111,84646.8,4.6,89.2,1.5,0.2,3.2,0.0
WI_Winnebago_County,6.4,32.4,31.9,29.3,189.3347332,78633.0,3.9,89.3,2.1,0.6,2.6,0.0
WI_Wood_County,6.7,38.7,34.2,20.4,40.56301464,60715.0,2.8,92.7,0.7,0.6,2.0,0.0
WY_Albany_County,4.1,14.4,25.2,56.3,117.5778954,71245.41818181818,9.3,82.9,1.3,0.7,2.9,0.0
